Feature,mixed_host3,mixed_innate1,white_host2,host1,host2,host3,mixed_host1,pink_host1,white_host1,pink_host2,pink_host3,pink_innate1,pink_innate2,innate3,innate2,pink_innate3,innate1,mixed_host2,white_host3,white_innate1,white_innate2,mixed_innate2,mixed_innate3,white_innate3
m_416,587048.7,718497.2,332216.34,211337.6,175912.52,440884.72,818122.6,657909.1,514550.34,617665.4,386599.84,722491.56,630206.3,435196.6,462496.72,669690.5,483252.34,407013.56,620773.5,729448.7,665735.75,798901.5,1270375.4,716328.7
m_372,1606046.6,528094.5,589982.8,665586.4,327058.1,710391,458298.62,585573.44,838149.4,831534.94,507540.62,646887.9,446617.1,609464.8,1109756.4,520852.78,475864,502552.78,484917.1,573029,593838.25,574203.25,308717.75,803970.25
m_379,1023569.8,579169.1,443669.47,614071.56,316361.62,710606.3,434220.97,605976.5,799348.44,632528.75,496901,594554.3,450428.78,641763.2,1084998.5,568329.4,682458.1,492301.94,440408.7,603920.6,572460.8,599508.7,347346.3,763883.6
m_142,836214.06,703965,536413.4,696136.6,646855.2,778542.6,864318.9,652095.94,785304.9,656673.44,475131,671935.3,631017.1,569212.4,579398.56,603122.75,511374.9,745573.44,814840.8,480710.97,442798.1,515696.56,562327.75,586011.44
m_40,1057701,770908.94,649446.2,849864.56,846841.2,970162.2,927567.3,858607.3,896532.06,841640.06,659063.44,647414.8,538191.7,592255.4,463161.28,504020,540333.7,765312.3,795839.94,538345.06,507717.72,534212.06,750805.9,631081.4
m_137,953771,614335.8,656095.6,967429.1,755740.1,989761.2,804506.56,658227,736394.1,681443.44,526227.94,678923.94,583900,696233.1,548049.75,648677.2,646184.94,897859.9,757884.2,650259.06,547495.25,601878.25,714611.5,645934.3
m_223,1316115.5,1181305.6,517822.06,700421.7,632366.2,1032086.9,927000,480893.8,991851.8,440219,511866.1,660360.56,596911.2,713078.25,456204.34,624447.1,613112.25,706855.06,985400.6,339185.3,459023.84,651793.2,964588.9,407897.22
m_153,878519.75,993442,454417.66,666962.06,703294.7,770289.25,711576.2,817412.75,784616.8,665419.4,560196.94,784625.56,633238.1,883724.5,671994.56,692443.9,678462,807616.2,664356.1,555811.94,251889.6,707667.4,922696.75,708325.75
m_325,866622.25,1006402.25,272185.22,523731.6,520603.22,802140.5,644725.6,809113.25,725444.3,613681.94,408749.34,681503.25,531695.94,854947.7,620381.44,594335.56,647864.06,804547.44,622487.3,440820.84,419989.16,723583.9,1007517.5,599628.9
m_342,946152.56,1013414.1,266479.1,537790.8,597161.25,918933.56,680133.25,859435.1,773639.44,691492.8,426664.3,729630.3,583295.2,938226.56,664503.4,611525.94,636301,874699.56,629156.2,488233.56,464067.78,803538.94,1053641.6,643226.6
m_184,589349.25,642083.3,719686.8,851903.3,794566.75,860280.7,369740.2,306201.22,793358.4,326936.97,347460.25,519345,486739.66,578203.94,486446.53,248577.3,539504.9,276971,918411,456011.66,453450.78,465716.7,546734.94,525173.94
m_34,725874.2,679388.9,593273.56,547291.06,699530.3,516855.7,742773.5,521345.44,493155,485128.7,461672.25,571952.75,531206.1,531142.6,416243.7,628937,497527,451993.97,476056.16,384548.47,408685.25,434540.7,481710.22,647223.44
m_189,779108.94,705073,413001.28,601764.44,563893.25,676788,520764.66,506707.97,549659.9,451226.94,374640.62,610256.8,495772.66,739887.56,497409.9,536033.7,487029,614622.6,524079.94,385535.9,410758.8,487319.94,660508.56,495550.03
m_314,814671.94,790803.6,392941.75,589782.2,538019.44,605566.25,534736.1,420146.3,554021.6,464278.56,339328.97,589740.6,570468.4,549536.3,471348.97,605998.8,506420.1,512091.78,504317.94,463096.38,384817.3,477718.88,482151.62,573744.4
m_29,727819.44,901482.94,592298.75,550551.06,471734.94,636440.6,465565.53,433223.78,773344.25,428559.3,397057.53,582225.8,525021.3,610149.25,481344.16,566007.9,514564.5,518679.12,737272.4,486973.53,451265.7,558700.44,789338.9,617171.8
m_150,814163.3,878007.7,373873.22,587884.56,631375.3,702201.3,628238.6,754871.44,677645.44,629604,522970.03,660023.6,592881.94,787217.1,605928.9,634057.75,607370.06,727011.44,600224.1,503325.12,411357.53,579457.44,870398.9,606253.7
m_217,798737.56,831037.3,428522.5,627109.56,630015.4,678223.56,651069.7,730169.1,655086.75,628336.6,498203.28,728889.56,624205,829855.25,606031,636297.44,578730.94,778211.25,548483.94,479140.53,453656.78,562472,788871.3,620761.44
m_191,766332.6,758663,348192.1,548424.5,582315,653076.44,562418.94,723452.3,565609.4,533511.2,466684.84,659672.7,536801.44,691414.94,564123.3,596640.75,536602.44,706365.06,528400.94,437951.84,414067.25,531340.3,757045.06,546508.4
m_302,707895.4,773801.6,256522.16,536142.75,552698.56,730213,565095,648503.1,594980.25,495654.25,378590.9,750472.6,520938.28,712337.06,529958.2,647237.8,566114.06,661462.75,491464.16,425138.25,418281.7,583252.1,753760.5,561131.56
m_167,1256088.8,755727.5,480224.22,728541,691335.25,835641.9,686432.56,790747.8,655033.75,498906.2,581475.75,561666.56,447364.75,754765.44,347610.84,406445.7,300656.28,875404.06,623545.25,222187.45,330895.12,327796.47,665603.8,230510.14
m_206,843860.06,748969.6,278720.47,502688.88,464097.06,644756.7,410166.38,659417.5,431057.2,293715.03,369569.62,297769.5,248484.06,856030.6,443228.3,358944.12,317773.84,639034.5,355166.97,268188.1,205151.39,455870.12,837458.25,353409.62
m_22,42166.574,331895.38,9782.028,1053828,1168583.9,14301.657,15183.299,21597.752,26257.686,13117.7705,38284.598,1688834.6,1667427.5,1624201.9,1633768.6,1585995,1613739.5,1739209.6,1011215.75,143120.88,1069486.5,265035.9,232590.47,192676.75
m_378,14773.744,11808.824,2345.788,935536.56,897052.75,4584.265,4186.3486,6887.498,2349.4731,3736.1948,17552.959,1570839.4,1056971.9,1384794.6,1343509.1,1215096.6,1308446.8,1185092.5,1034092,10138.187,775670.44,10677.803,51643.348,14978.618
m_87,25491.418,188656.42,68,724730.3,733366.8,2692.142,4034.2651,3256.7947,8579.877,219,13553.001,1136067.9,1039279.25,1077610.5,1087910.8,1079611.1,1045762.4,1094517.8,755593.3,111174.23,707590.75,159324.39,145041.28,137511.45
m_364,14398.75,23410.46,9552.862,819906.25,679078.1,8025.124,5614.6255,9253.3545,2212.1494,1052.3789,5811.2295,1122926.9,841062.8,1132123.9,1014047.2,992370.4,986136.3,984432.4,878915.9,8262.262,715804.8,11491.607,16574.842,16601.277
m_392,16534.732,3902.1938,1927.2935,886384.7,715055,1597.9473,1930.9059,5159.8,254,124,22298.963,1283922.2,848533.7,1112223.2,1126234.6,1020073,1046278.94,1148867.9,786922.25,6709.51,689073.5,5234.2295,3392.6106,12320.688
m_212,128377.03,1484354.2,15890.61,35783.234,104019.74,27454.795,233248.5,131536.52,138395.31,336204.16,82377.25,1178779.5,2244963.5,772729.1,1433430.4,1231994.8,703255.4,298433.28,48370.215,633810,755777.7,427391.4,2498490,866347.1
m_252,521457.34,1386522.9,181029.56,174843.33,352117.4,151341.72,1361382.6,458132.2,443720.7,1228348.5,274563.78,1216904,2851836,1050692.8,1897616.2,1521398.8,1137253.6,899512.8,372919.44,745189.56,813931.75,468189.34,1583938.9,671702.6
m_51,1173725.2,1029023.56,100043.82,92250.91,81136.63,111651.09,724889.5,525012.9,90612.49,494904.2,285624.2,2215054.5,1811183.9,166318.52,129764.47,1990251.1,150655.08,966024.06,94216.484,119668.85,126842.23,401307.34,423726.38,136506.34
m_264,318892.16,1019547.75,120854.62,268860.5,322566.7,295657.97,252301.86,252015.11,311009.5,280300.94,208118.16,909383.5,857656.44,1116629.4,910577.5,948993,881562.5,253641.66,238030.45,940064.56,796015.3,842192.06,606022.06,1105612.2
m_268,67114.8,1037581.94,48143.133,69515.625,91650.195,64742.17,109180.63,74888.25,74588.49,70361.86,60546.855,735588.44,695815.3,683053.6,599645.1,492481.72,642254.75,53926.945,49911.953,602968.56,841864.25,634281.1,753482.9,675416
m_288,360818.56,1119231.4,172234.36,174844.75,118182.69,151585.44,261446.56,146783.61,169862.23,208331.83,213377.31,840507.06,641516.2,862880.44,650370.94,798315.75,662329.56,189765.97,142292.78,589765.9,510796.72,653474.56,874809.2,739478.5
m_80,151161.78,1099704.9,155458.47,252211.28,229800.19,197689.27,147928.94,90669.28,174015.48,89269.234,96417.98,895334,895168.6,1013305.7,760234.25,662634.56,749594.1,143367.81,148068.61,709782.5,916764.94,615126.8,1033178.5,695698.9
m_214,163358.48,979219.25,90169.72,117788.76,198130.52,91105.35,142021.17,87834.586,129892.39,121114.82,87009.2,948349.44,820161.6,1236526,768874.8,845771.4,953899.4,158365,113552.98,640876.1,681681.8,563248.7,794969.6,832234.94
m_101,423723.25,2078584.8,111703.58,155413.36,144794.22,91699.75,226901.72,225385.34,203902.69,195414.38,222174.55,1294653.9,879754.25,799816.7,743962.75,1116777.6,712645.94,184606.95,187136.77,821889,724955.25,1117387.2,1281289.5,1352610.8
m_100,326420.06,1277541.2,213402.19,329086.44,359113.34,287732.7,288483.16,236450.03,279655.7,205471.17,172248.33,1165091.2,1143131,1119207.5,875004.56,868457.5,938286.5,280510.88,267506.2,823013.5,977433.9,782842.06,1234015.8,909295.94
m_202,399358.16,1716655.1,196372.1,271096.84,265340.44,301347.06,290452.66,236483.33,305783.5,269031.8,193579,1280157.8,1161792.9,1275352.8,1078897.4,1213279.4,1197271.1,279082.16,306883.62,968363.5,912185.1,1115613.1,1298733.9,1201834.4
m_226,289847.7,49745.566,967251.1,685990.75,412751.7,522729.06,136426.98,21396.596,1595830.2,37162.99,29583.723,521.9089,499.43158,1607291.9,1735412.9,205,1733408.8,316877.16,3138053.8,50171.02,28283.389,27773.705,53926.543,70141.805
m_351,1208.1125,26694.879,117336.85,90349.91,156526.52,1737003,657139.6,512528.9,659413.7,614572.9,111111.2,458367.72,560920.06,151397.97,636312,550480.56,1004993.6,677905.5,944879.56,1118193.6,1736705.5,1938738.5,254590.62,639149.25
m_152,29925.57,157122.92,173143.56,228783.28,347595.94,1209824.9,678611.75,256612.97,648868.25,617260.94,278406.4,252079.66,592986.75,282657.38,641334.2,613381.6,830605.1,694728.44,836529,909674.9,1104154.5,1200824.4,409199.62,626818.6
m_341,58151.15,194599.67,299300.97,200951.44,343939.78,1222936.9,698500.4,631567.06,753931.2,767649.7,296526.84,625977.06,628361.7,383011.75,675221.9,611553.8,907426.9,748658.44,832462.06,836729.25,1123818,1313442.8,619807.9,727643.1
m_6,137186.1,95734.49,768393.5,805629.56,933770.7,2077136.1,708773.3,487556.12,281018.12,509792.7,254492.06,559519.3,498715.06,323553.75,236662.56,233660.45,378295.28,250523.7,595184.44,853981,1097713.6,614978.8,535917.06,282146.56
m_330,167,11193.149,77606.41,54113.04,116219.77,1165498.4,438262.78,185522.44,418780.6,424218.97,82905.03,173845.5,343811,79133.85,433154.3,389259.1,666718.2,443279.2,617935.94,735519.6,1164453.6,1308801.2,183711,435404.75
m_261,16547.781,63103.02,245162.89,163061.81,237934.81,781884.9,398554.97,398313.72,383295.6,299408.44,32647.672,510882.66,491089.88,95294.26,378335.03,379898.3,443117.22,428531.88,236136.9,534872.6,766705.25,752220.3,245386.88,409540.44
m_15,18193.188,34981.773,87660.75,106997.27,191353.78,653649.6,342847.88,136487.55,371320.97,318739.88,146131.05,134959.6,95924.02,67078.586,358499.94,355192.38,441696.66,382768.2,431310.66,364315,619593.3,665984.7,226481.3,277643.1
m_17,24327.482,70279.57,105085.68,159172.34,225021.78,757231.06,428858.72,366402.9,433867.38,402444.2,154608.78,171582.69,394544.25,189857.14,418572.44,375805.53,534214.6,445570.75,465682.84,552886.7,692780.94,815905.06,233316.19,433605.75
m_260,12712.769,47268.56,135244.25,127279.875,208639.92,808230.94,420868.66,400102.44,390959,287915.53,106475.22,175786.42,317949.44,107620.05,415012.3,472665.4,541013.6,537322,392233.62,557530.1,489988.94,764790.44,223196.72,307133
m_227,1107334.8,112425.65,94455.805,6854.055,3621.6147,16848.963,264783.28,7960.954,1457639.6,7630.772,4986.967,25297.502,14217.42,29717.71,22839.396,25289.502,31071.03,334660.3,795676.6,323271.4,97335.07,98772.48,22754.055,175569.6
m_30,1309658.5,542754.56,1331967.8,257644.28,219022.11,268481.53,849830.2,210803.77,1145355.1,246972.94,196376.22,266603.88,272813.7,258731.81,222898.25,273870.25,234998.77,699788.25,1200135.9,357630.78,324871.16,335663.94,340989.88,437515.66
m_253,721146.44,500805.84,1641145.9,477865.75,478994.88,412739.88,425265.88,161884.84,1156381.6,220604.84,203373.06,166176.48,181197.17,335031.47,340435.4,208542.86,312819.9,494687.2,1052793.5,337960.4,293842.03,287199.75,159388.08,413826.03
m_110,833350.2,525947.4,1183637.5,208872.81,167069.62,276085.66,525918.1,383419.97,323386.25,404230.88,558251.9,626437.5,352283.34,197890.75,245149.03,348053.44,156057.47,425514.62,452441.84,204162.9,200008.92,253428.72,567730,236925.14
m_131,413296.9,308592.97,1034017.5,119034.836,124950.07,146979.88,478915.44,119170.68,128188.836,279816.22,246743.77,485516.3,415405.72,101497.99,91142.05,547263.9,149780.97,121726.875,175734.61,221813.58,196539.23,316582.88,517933.3,216682.98
m_257,515021.22,759513.7,1088501.6,363139.3,695232.06,330078.66,817755.25,414690.28,650315.5,836822.3,409820.7,223472.75,205365.77,203391.5,300906.25,209184.2,180524.72,206577.6,333278.6,224845.39,454112.72,177867.89,206064.33,264147.47
m_224,247579.78,184987.92,432571.97,476414.88,412705.6,560993.8,576104.94,455963.6,451023.97,575364.2,471758.75,403219.22,400583.16,375227.22,325848.25,364039.7,362896.2,340861.97,568694.25,368028.28,327728,424366.25,408062.12,399788.97
m_125,612988.06,450125.03,320158.6,430186.44,390465.1,447167.94,436667.3,373273.1,438517.12,424882.25,338770.1,392907.84,365124.78,428721.38,344793.94,378560.4,388092.25,378726.9,401083.25,269731,240245.75,280050.38,258266.77,313267.5
m_358,513004.8,455294.12,405861.84,556644.6,475830.53,405957.47,486582.66,471958.34,450963.7,392272.2,473147.72,181275.3,354606.88,478295.25,437851.2,460284.56,381952.9,467192.53,389735.5,389242.44,277340.9,367624.28,299539.78,321996.06
m_8,719555.8,631362.5,605187.06,443377.03,350965.9,432842.4,779165.75,584210.5,592875.6,572502.1,409402.2,440087,437276.6,279400.78,403073.4,377744.1,297258.97,753077.2,780704.1,303670.53,343309.84,390437.34,576211.9,365629.7
m_75,753065.6,408303.7,479623.88,376502.3,355257.75,359624.2,498449.7,387936.4,659927.1,434632.9,398177.6,252915.3,233515.98,276932.25,229398.25,245815.05,246343.77,512258.47,624149.5,288802.28,277894.8,287642.75,253762.75,343842.34
m_174,660391.75,5170.242,236156.3,109181.82,6614.6597,445252.72,85967.09,361495.66,223168.34,1074904.5,358455.53,1101.911,11157.938,39315.98,54333.402,36669.086,17470.1,1431654.9,1788211.6,45683.75,9335.744,63866.863,7215.8735,40811.113
m_291,996436.1,93037.414,572913.5,245603.31,44939.23,580579.94,149254.25,286342.1,862099.75,1065356.5,466488.47,72787.54,52922.695,769050.06,859571.94,804920.2,893590,638826.8,1698468.4,1129630.5,50130.734,228618.72,611058.25,306496.16
m_317,913313.2,164681.94,568301.44,415115.5,75634.945,545860.2,254124.38,255411.58,596460,950302.6,515949.97,133127,94953.46,766536.1,812930.3,786904.4,557414.1,399572.88,1536292.1,694952.6,92049.84,401755.12,652101.06,331216.9
m_396,762309.1,35231.19,382173.75,192936.56,13228.635,447664.03,177059.19,305365.84,463594.56,974595.06,374645.25,27088.984,15081.407,808208.06,949709.6,849313.9,473669,359448.2,1099118.5,634540.6,18187.053,351845.94,396490.8,347812.12
m_136,64126.973,27,42006.375,62576.15,207,54390.293,248,18295.236,36256.656,1958424.4,123512.95,82,153,101415.6,768377.4,329711.94,49445.23,289483.38,200,159160.44,216,244629.72,108,63475.91
m_12,213708.2,43417.06,64193.113,125542.82,32444.852,606945.1,420715.06,750668.1,474839.34,1265603.4,136809.78,75044.95,28434.6,698330.5,604197.4,503142,574831.5,567271.94,173916.05,423449.3,14197.689,554958.75,44294.953,395863
m_318,173028.73,19929.496,363486.88,143622.36,1216.6467,428238.72,523611.03,589836.3,554678.7,1315922.2,831668.3,230,244,325895.94,524772.5,429373.66,326262.12,674551.25,5357.873,751033.75,7718.0093,731096.8,10646.641,711743.44
m_114,142841.62,84659,137650.28,320933.9,80971.55,657882.9,100232,359789.75,384438.12,440646.84,430300.47,417018.06,54252.164,202371.66,595264.44,327014.16,186428.45,464016.8,405023.25,686210.75,50075.754,459348.94,754698.7,225317.61
m_249,134670.7,9531.41,458770.8,81425.664,96,506900.72,493617.75,646463.1,473228.25,874915.2,562556.06,139,3428.7554,126728.734,223383.86,105347.766,125828.94,248262.38,7242.667,466671.6,2922.7065,429759.16,3203.7346,434961.9
m_370,317598.34,105290.625,283437.6,33511.074,2938.5579,209368.08,391143.4,718669.94,348619.66,795036.3,429465.75,7391.0503,1750.5454,98810.17,148258.7,104909.49,132154.95,104605.3,95359.664,440804.03,10524.962,457415.7,123626.97,469205.22
m_35,126282.195,42787.18,57285.637,100634.13,64897.066,264072.25,195794.3,387492.72,258283.23,622904.9,98264.945,33685.734,51166.664,227848.61,290540.16,202447.86,224505.69,271186.47,216958.98,206169.03,53061.207,218884.88,114769.695,188958.95
m_203,50055.53,4992.706,144883.7,255319.69,219,532828.8,292939.1,520578.62,358604.34,369345.78,184224.38,187,143,569173.44,258162.23,181393.02,561988.8,269176.62,18746.445,421456.47,134,328976.5,266,276540.38
m_251,675607.94,236752.56,142097.28,436097.94,1566679.5,706824.2,164233.64,349330.94,812170.25,988272.8,767866.94,241478.75,244739.14,210187.22,296071.53,255450.31,313555.44,232088.6,187882.56,189655.83,217852.77,244884.11,134492.56,354038.12
m_81,400133.72,132488.06,344212.2,502658.75,609406.4,29154.215,341807.8,151322.58,235391.67,131441.55,688572.9,29408.32,62643.38,25512.379,82001.59,46559.508,32598.021,97491.4,162433.88,35293.273,22629.96,41511.88,33317.336,31149.936
m_262,72785.83,119591.53,121853,702654.2,1422652.2,454243.4,70866.55,57192.42,233930.6,51872.69,47665.492,79994.75,89207.07,110768.15,98325.61,108178.21,113395.125,67503.24,235381.4,88036.125,62625.406,105387.46,99395.305,94809.57
m_14,87243.64,26767.36,260161.36,578576,655124,553268.44,65385.02,64065.81,185192.16,42257.85,50375.855,63666.758,37208.945,385260.28,498839.84,40901.508,168958.47,154753.92,98569,24446.785,21098.387,31603.65,27039.355,25463.277
m_242,39665.574,76730.13,70081.48,229490.06,788739.25,256732.55,38841.35,31703.951,136313.9,29223.168,28909.832,51603.688,51801.27,64937.836,55815.85,55141.598,70332.63,32809.855,136008.39,50827.777,37877.254,63940.934,65163.887,57306.844
m_300,182578.22,232167.11,300944.47,400170.53,658821.3,412577.72,108203.766,107992.13,499001.7,127872.586,186944.97,142270.55,98367.914,70392.14,117654.414,110860.87,64261.47,97515.84,128929.43,212636.6,85123.34,95753.66,93193.42,164810.44
m_77,594946.44,634246.8,199997.9,234884.44,209996.28,333194.5,281598.28,326056.34,216352.47,196880.5,302218.4,1295108.5,363736.16,587435.7,423812.88,529225.3,308099.4,335005.25,211859.98,311056.03,281364,557996.8,551456.56,355234.8
m_43,652970.56,789742.5,359519.4,172109.31,346261.5,393836.53,515405.25,216986.5,500472.7,215470.12,210093.58,536095.06,548068.9,523040.22,225378.23,508275.16,223288.92,444810.22,214575.77,482754.75,507300.28,561409.8,643940.3,591676.3
m_44,617375.8,466373.7,296081.38,329410.28,319623,399928.78,470845.16,510737.72,528541.44,462613.28,457350.03,522334.66,422495.75,574835.4,421815.44,429845.75,425113.66,518383.84,478896.2,310304.5,295836,402276.62,585293.75,460841.53
m_188,615313.4,646223.94,277395.6,451783.84,474355.38,510671.25,471616.1,554654.75,489419.78,460490.9,390195.38,515267.34,419356.03,583000.25,423664.78,430997.1,435741.78,544678.75,435219.56,349908.8,337095.56,425096.16,627878.5,501538.34
m_313,737021.8,643433.75,332892.12,496395.9,458049.7,539103.1,471435.78,435116.8,480998.94,431383.78,368648.4,501397.8,387860.25,484657.56,381379.16,433060.03,414190.62,418399.62,419874.7,346165.97,296039.16,398272.7,497521.47,451156.2
m_94,576743.5,482003.22,289259.84,277708.16,247096.72,285950.84,490611.38,429813.44,348452.1,475862.9,400821.97,563191.7,508617.78,462784.12,371922.06,520144.97,439265.1,426892.56,352994.16,297966.3,290322.6,304766,370793.7,325925.4
m_112,472915.5,519373.47,232566.9,349271.2,359815.9,411795.22,382011.4,428341.53,382276.25,323541.94,304891.3,405988.2,345235.7,467922.22,373652.94,379655.97,356827.56,430814.25,328074.3,294656.88,206384.69,371798.1,465816.53,360771.5
m_402,512027.97,541129.06,118899.82,246777.17,261547.72,503205.97,348529.12,461349.38,392470.9,344368.62,202553.27,404665.84,267107.28,496747.53,322581.5,327031.2,346962.66,478314.47,329041.88,237751.06,225380.42,396412.1,592090.06,310988.7
m_272,932286.7,468445.7,143618.27,304206.25,110185.63,385865,153033.33,397803.2,456687.66,211254.81,381680.6,346353.84,144434.94,266780.94,363775.7,315757.1,254628.02,274690.84,225640.66,330588.2,187960.75,398341.94,337656.9,425875.6
m_437,798771.9,403728.44,147813.9,69086.88,184844.03,320809.8,236158.1,651020.56,231903.97,266904.22,504295.53,338582.22,606330.2,543691.75,404503.62,623622.9,545252.3,564693.4,275390.28,262885.03,238032.84,384351.7,534076.25,303913.06
m_408,426591.22,514211.47,206257.16,151392.95,124633.48,214356.67,463221.38,387011.12,264778.53,188601.05,218337.19,310493.97,314291.3,267373.75,303254.03,344941.4,282178.94,242213.42,358219.1,370792.97,482394.22,450598.12,540214.4,327438.6
m_428,263594.53,279172.12,95312.28,63455.266,58464.26,218829.73,386565.34,327230.75,215664.27,274782.56,170949.8,237582.4,334341.94,168324.45,162665.55,327307.88,205707.42,167369.6,281948.84,277142.66,308793.9,398522.53,544904.56,250421.98
m_113,536318.94,445336.5,128805.09,113996.88,162972.97,107266.79,422693.25,363826.38,299837.94,332955.62,336479.28,267538.8,179929.03,94757.98,85684.43,162498.89,96981.64,336673.47,139670.92,153363.33,288110,241643.06,268020.38,310693.75
m_234,503160.28,362637.62,153430.1,189808.38,167533.86,229661.8,299786.4,303898.4,240846.6,264609.3,321306.4,211161.73,140906.55,247270.05,190647.62,181655.14,195519.8,62187.176,197507.92,142390.73,121965.016,192519.08,294601.6,221517.88
m_165,435169.6,173687.1,415693.3,327789.66,262434.34,358743.66,451231.3,401121.88,294261.78,444342.3,431972.38,183829.08,178819.86,185738.61,156812.78,166925.02,192134.1,270746.66,384061.66,290573.47,284103.06,213040.03,206150.67,182008.97
m_121,512959.78,449260.8,227762.19,345285.2,313062.56,375916.8,320162.8,300873.7,334082.9,296227.94,259302.16,345730.44,270780.06,336272.62,264897.8,299425.7,283180,294039.56,293279.12,235297.56,205187.6,280691.44,346025.56,309303.9
m_275,577073.06,330011.44,383802.06,242552.47,242318.62,270112.56,373158.12,238682.4,384390.16,237042.9,208603.48,242344.89,220224.62,227837.33,199268.17,237892.88,216881.33,317197.16,370472.56,199389.94,179027.69,225755.4,248327.1,250549.58
m_36,144700.58,569516.8,223682.72,34197.16,102888.516,268268.1,271113.38,172485.12,235541.81,444023.5,328776.28,166974.28,176139.06,175317.14,93648.24,154119.77,327911.8,105574.86,94863.5,331151.66,155052.25,135674.2,134496.75,401955.44
m_168,420582.22,631034.06,288335.44,172057.17,157251.12,291338.62,208179.67,360062.7,602164.44,373724.5,284527.16,269095.38,271951.16,222818.47,256806.03,303286.47,281842.12,171308.77,243981.31,481006.75,210738.23,262600.12,369111.34,518633.12
m_245,641383.44,660430.75,128082.766,241877.42,185504.86,281671.6,176629.27,137643.94,736202.3,192907.02,171618.5,141106.81,159206.03,137592.67,212484.14,328799.7,229131.84,150568.75,215854.8,139086.38,121388.41,110424.45,200804.12,246334.17
m_355,324123.75,550030.9,99891.79,58009.176,51298.72,143921.77,146069.48,138907.25,448485.56,181210.34,137187.89,225094.06,191730.6,228154.25,95626.82,286121.06,194910.8,136728.05,82212.34,165346.56,133034.48,207933.77,310778.4,308467.12
m_33,193042.17,130000.15,88811.17,148653.03,94395.45,145445.64,68912.72,59441.07,95257.54,106699.02,88059.74,508301.34,102742.55,705873.5,126461.94,104797.99,286938.47,43243.64,151677.12,180237.7,182425.14,172875.6,918452.6,205085.83
m_54,162294.39,175729.9,118287.766,102136.68,28430.084,290520.94,125229.16,183730.97,236692.17,275042.16,179437.23,1071185.2,65380.336,215775.47,176317.52,169118.7,140605.12,125016.74,134761.61,248439.58,63889.12,204001.08,254761.58,210987.14
m_104,261255.39,307618.47,106359.18,80516.25,97905.766,110743.11,147604.75,105047.17,111058.805,100154.64,112328.86,941326.7,207007.92,394425.28,261115.2,385201.12,214081.4,140628.03,87201.53,134251.39,138319.36,274998.25,233823.23,243103.75
m_405,309851.25,22846.129,227692.64,191277.94,2333.855,480230.1,102429.34,193123.12,273068.88,513461.56,225904.11,23814.271,4728.4185,316852.06,455133.44,315481.72,256828.5,253915.62,1139633.6,390571.7,10636.51,215227.86,224470.3,185058.05
m_371,601613.4,5551.2563,415173.66,234967.16,216,315264.1,30327.297,29342.988,275710.6,635077.1,223938.55,5448.703,151,471854.78,515799.1,462336.6,363294.4,207968.8,1088300.2,470529.94,88,206627.88,32328.074,72909.14
m_352,537446.8,5565.957,357635.2,195981.39,158,258393.17,29133.197,26030.922,255091.81,487705.03,185190.95,7274.408,89,375457.03,461568.2,372913.5,299157.34,175835.19,889340.2,397977.25,42,187194.45,34622.586,73221.56
m_384,496659.3,3956.7825,329985.84,229066.06,93,273587.2,28941.18,29400.658,235514.52,569843.25,188026.31,43,99,416266.3,463562.03,457547.9,292316.8,188071.53,988750.5,432767.56,248,177286.31,29097.688,63254.668
m_140,10830.569,22833.066,36248.562,64559.94,77859.76,141464.83,8499.435,7014.255,77564.06,8802.771,6647.704,12329.525,4898.46,399484.25,418955.75,4822.801,551941.5,5464.6084,59871.27,94176.47,74118.93,7339.371,12248.368,124119.125
m_164,27993.432,14979.535,184301.75,386621.1,332795.5,448016.47,14348.118,19952.479,223353.25,16895.648,24422.742,7643.579,5578.6313,674673.75,410467.62,5121.0205,386831.06,12167.627,216783.33,8990.938,9368.724,10971.818,18312.904,13944.326
m_286,5080.115,953.6458,237367.28,302998.38,265267.47,530134.6,1887.8927,1205.2084,234615.81,1506.0735,2628.6047,862.59576,287,718292.7,572913.7,388.5281,517615.1,3114.5923,189763.5,259799.33,201039.66,507.62143,432.19794,357158.1
m_343,40006.26,32497.355,24540.5,494550.62,433989.4,34693.496,19758.979,19413.031,43741.574,30587.906,28189.576,556207.4,406571.28,546066.9,542184.3,518393.12,504982.62,597769,468991.53,71329.97,249386.52,20189.67,15687.381,22662.352
m_397,19242.51,69,72,528378.5,389350.34,264,147,7123.286,1885.382,282,23795.412,643913.75,432488.94,587309.1,652460.06,533793.5,514504.34,595476.75,390883.78,13661.799,437697.25,8087.95,1432.4062,9795.549
m_327,6076.201,58330.508,4076.5183,274533.2,281730.34,2656.316,4974.394,5071.0684,3636.1577,2581.479,5035.95,635164.9,508035.06,376700.44,439102.6,387090.78,386220.75,396157,257687.62,28001.148,206491.28,28937.434,30611.695,35574.008
m_241,8529.704,54206.94,205,174048.6,176336.1,91,150,184,2663.6333,94,2991.6982,266034.1,263664.78,297251.8,296785.94,251567.4,273615.8,308486.38,195066.92,32148.062,184809.84,52855.37,38937.203,36160.63
m_279,33922.285,28546.129,23260.883,191263.7,191619.88,15024.962,19902.34,19947.957,16240.611,68528.234,45356.812,370019.03,383885.22,261925.86,286408.2,295813.8,268768.97,297781.6,190865.95,53181.23,222724.64,90006.625,66784.125,59093.87
